station,station_type,rain_condition,year,month,day,PM2.5,NO2,RAIN
Aotizhongxin,Urban,Rainy,2013,8,28,38.5,48.666666666666664,1.5166666666666666
Aotizhongxin,Urban,Rainy,2013,9,4,75.44444444444444,54.22222222222222,1.4333333333333333
Aotizhongxin,Urban,Rainy,2013,9,5,21.5,36.25,0.675
Aotizhongxin,Urban,Rainy,2013,9,6,43.0,47.0,1.3
Aotizhongxin,Urban,Rainy,2013,9,8,146.5,59.0,4.6
Aotizhongxin,Urban,Rainy,2013,9,9,65.0,63.0,0.2
Aotizhongxin,Urban,Rainy,2013,9,12,224.0,158.0,4.0
Aotizhongxin,Urban,Rainy,2013,9,13,163.0,68.0,0.8
Aotizhongxin,Urban,Rainy,2013,9,17,84.25,68.25,0.75
Aotizhongxin,Urban,Rainy,2013,9,18,110.6,52.8,1.1400000000000001
Aotizhongxin,Urban,Rainy,2013,9,19,103.0,54.0,0.7
Aotizhongxin,Urban,Rainy,2013,9,23,69.71428571428571,47.142857142857146,2.042857142857143
Aotizhongxin,Urban,Rainy,2013,10,1,98.5,62.5,0.39999999999999997
Aotizhongxin,Urban,Rainy,2013,10,22,129.0,74.0,0.2
Aotizhongxin,Urban,Rainy,2014,2,7,87.77777777777777,53.55555555555556,0.3888888888888889
Aotizhongxin,Urban,Rainy,2014,2,8,71.5,44.0,0.25
Aotizhongxin,Urban,Rainy,2014,2,26,233.0,87.66666666666667,0.3333333333333333
Aotizhongxin,Urban,Rainy,2014,3,28,151.0,75.5,0.4
Aotizhongxin,Urban,Rainy,2014,4,17,98.5,98.0,0.6
Aotizhongxin,Urban,Rainy,2014,4,25,114.0,27.0,1.85
Aotizhongxin,Urban,Rainy,2014,4,26,40.0,25.666666666666668,0.7000000000000001
Aotizhongxin,Urban,Rainy,2014,5,1,162.0,28.0,2.5
Aotizhongxin,Urban,Rainy,2014,5,6,117.0,87.0,0.4
Aotizhongxin,Urban,Rainy,2014,5,10,45.0,54.0,0.9
Aotizhongxin,Urban,Rainy,2014,5,11,30.266666666666666,32.06666666666667,1.82
Aotizhongxin,Urban,Rainy,2014,5,19,64.0,27.0,7.0
Aotizhongxin,Urban,Rainy,2014,5,24,79.71428571428571,45.92857142857143,1.5
Aotizhongxin,Urban,Rainy,2014,5,31,116.0,46.333333333333336,5.0
Aotizhongxin,Urban,Rainy,2014,6,1,64.0,42.25,4.275
Aotizhongxin,Urban,Rainy,2014,6,6,47.6,38.8,5.02
Aotizhongxin,Urban,Rainy,2014,6,8,47.5,41.5,4.15
Aotizhongxin,Urban,Rainy,2014,6,10,82.5,42.0,7.3999999999999995
Aotizhongxin,Urban,Rainy,2014,6,13,36.0,30.0,2.1999999999999997
Aotizhongxin,Urban,Rainy,2014,6,15,60.0,47.0,0.2
Aotizhongxin,Urban,Rainy,2014,6,16,172.0,70.0,0.2
Aotizhongxin,Urban,Rainy,2014,6,17,138.2,26.0,10.34
Aotizhongxin,Urban,Rainy,2014,6,19,91.0,57.0,23.6
Aotizhongxin,Urban,Rainy,2014,6,20,53.666666666666664,35.0,4.716666666666667
Aotizhongxin,Urban,Rainy,2014,6,21,49.333333333333336,28.333333333333332,4.966666666666666
Aotizhongxin,Urban,Rainy,2014,7,1,83.0,26.0,3.45
Aotizhongxin,Urban,Rainy,2014,7,2,43.25,28.75,1.05
Aotizhongxin,Urban,Rainy,2014,7,13,12.0,14.0,2.3
Aotizhongxin,Urban,Rainy,2014,7,15,55.0,32.0,1.15
Aotizhongxin,Urban,Rainy,2014,7,16,137.0,54.25,7.375
Aotizhongxin,Urban,Rainy,2014,7,29,84.0,21.5,1.1500000000000001
Aotizhongxin,Urban,Rainy,2014,7,30,85.66666666666667,21.166666666666668,2.066666666666667
Aotizhongxin,Urban,Rainy,2014,8,1,169.0,35.0,0.2
Aotizhongxin,Urban,Rainy,2014,8,4,8.0,26.666666666666668,1.9666666666666668
Aotizhongxin,Urban,Rainy,2014,8,9,37.333333333333336,25.666666666666668,4.633333333333334
Aotizhongxin,Urban,Rainy,2014,8,12,22.0,29.0,3.4
Aotizhongxin,Urban,Rainy,2014,8,13,32.75,41.75,2.2625
Aotizhongxin,Urban,Rainy,2014,8,21,88.5,41.5,0.6
Aotizhongxin,Urban,Rainy,2014,8,23,113.5,48.5,2.1500000000000004
Aotizhongxin,Urban,Rainy,2014,8,28,81.0,33.666666666666664,0.6
Aotizhongxin,Urban,Rainy,2014,8,30,142.0,73.0,1.0
Aotizhongxin,Urban,Rainy,2014,8,31,74.75,36.0,6.4
Aotizhongxin,Urban,Rainy,2014,9,1,106.0,68.6,3.08
Aotizhongxin,Urban,Rainy,2014,9,2,28.083333333333332,35.0,1.5166666666666666
Aotizhongxin,Urban,Rainy,2014,9,11,105.0,46.0,2.3
Aotizhongxin,Urban,Rainy,2014,9,12,131.5,76.0,0.3
Aotizhongxin,Urban,Rainy,2014,9,19,67.5,58.5,1.05
Aotizhongxin,Urban,Rainy,2014,9,22,99.33333333333333,73.0,2.566666666666667
Aotizhongxin,Urban,Rainy,2014,9,23,50.421052631578945,54.10526315789474,0.5052631578947369
Aotizhongxin,Urban,Rainy,2014,9,24,37.0,53.25,1.05
Aotizhongxin,Urban,Rainy,2014,9,26,163.0,61.0,3.1
Aotizhongxin,Urban,Rainy,2014,10,1,82.75,64.25,1.325
Aotizhongxin,Urban,Rainy,2014,10,3,145.5,82.5,0.30000000000000004
Aotizhongxin,Urban,Rainy,2014,10,8,224.5,93.5,0.4
Aotizhongxin,Urban,Rainy,2014,10,30,150.0,103.0,0.2
Aotizhongxin,Urban,Rainy,2014,11,29,321.0,132.0,0.6
Aotizhongxin,Urban,Rainy,2015,1,24,80.0,74.0,0.2
Aotizhongxin,Urban,Rainy,2015,2,19,115.0,31.0,0.2
Aotizhongxin,Urban,Rainy,2015,2,20,116.25,45.25,0.4916666666666667
Aotizhongxin,Urban,Rainy,2015,2,28,67.0,40.5,0.25
Aotizhongxin,Urban,Rainy,2015,3,31,156.25,82.75,1.6
Aotizhongxin,Urban,Rainy,2015,4,1,49.0,75.0,0.5
Aotizhongxin,Urban,Rainy,2015,4,2,41.857142857142854,35.57142857142857,2.2142857142857144
Aotizhongxin,Urban,Rainy,2015,4,11,55.5,27.0,8.149999999999999
Aotizhongxin,Urban,Rainy,2015,4,12,13.0,28.0,2.8
Aotizhongxin,Urban,Rainy,2015,4,18,62.0,36.0,0.3
Aotizhongxin,Urban,Rainy,2015,4,27,62.5,53.0,1.85
Aotizhongxin,Urban,Rainy,2015,5,1,31.166666666666668,32.5,1.1166666666666667
Aotizhongxin,Urban,Rainy,2015,5,9,23.0,30.0,0.6
Aotizhongxin,Urban,Rainy,2015,5,10,38.0,58.9,2.73
Aotizhongxin,Urban,Rainy,2015,5,17,166.5,77.5,0.8500000000000001
Aotizhongxin,Urban,Rainy,2015,5,29,91.5,86.5,0.35
Aotizhongxin,Urban,Rainy,2015,6,4,46.142857142857146,49.57142857142857,0.7857142857142857
Aotizhongxin,Urban,Rainy,2015,6,5,49.666666666666664,63.666666666666664,0.3333333333333333
Aotizhongxin,Urban,Rainy,2015,6,6,28.0,63.0,1.4000000000000001
Aotizhongxin,Urban,Rainy,2015,6,8,20.0,33.0,0.2
Aotizhongxin,Urban,Rainy,2015,6,9,73.33333333333333,55.0,0.36666666666666664
Aotizhongxin,Urban,Rainy,2015,6,10,52.06666666666666,53.0,1.0
Aotizhongxin,Urban,Rainy,2015,6,13,8.8,26.4,0.44000000000000006
Aotizhongxin,Urban,Rainy,2015,6,17,47.666666666666664,79.33333333333333,3.533333333333333
Aotizhongxin,Urban,Rainy,2015,6,19,15.142857142857142,32.0,1.3142857142857143
Aotizhongxin,Urban,Rainy,2015,6,23,196.0,76.0,0.3
Aotizhongxin,Urban,Rainy,2015,6,26,89.875,19.25,6.925
Aotizhongxin,Urban,Rainy,2015,6,29,30.25,38.416666666666664,0.725
Aotizhongxin,Urban,Rainy,2015,6,30,10.333333333333334,35.666666666666664,0.20000000000000004
Aotizhongxin,Urban,Rainy,2015,7,1,11.0,27.0,1.8
Aotizhongxin,Urban,Rainy,2015,7,4,37.0,59.0,0.5333333333333333
Aotizhongxin,Urban,Rainy,2015,7,14,60.0,23.0,0.3
Aotizhongxin,Urban,Rainy,2015,7,16,56.0,35.0,1.7333333333333334
Aotizhongxin,Urban,Rainy,2015,7,17,33.375,54.625,3.0875
Aotizhongxin,Urban,Rainy,2015,7,18,63.625,44.0,7.3625
Aotizhongxin,Urban,Rainy,2015,7,19,63.0,53.75,1.025
Aotizhongxin,Urban,Rainy,2015,7,20,107.25,71.75,5.3999999999999995
Aotizhongxin,Urban,Rainy,2015,7,21,103.0,42.5,0.25
Aotizhongxin,Urban,Rainy,2015,7,22,15.666666666666666,48.333333333333336,1.3333333333333333
Aotizhongxin,Urban,Rainy,2015,7,27,33.0,24.0,12.466666666666667
Aotizhongxin,Urban,Rainy,2015,7,28,47.4,35.2,0.62
Aotizhongxin,Urban,Rainy,2015,7,30,82.2,53.4,3.7800000000000002
Aotizhongxin,Urban,Rainy,2015,7,31,20.5,38.5,3.325
Aotizhongxin,Urban,Rainy,2015,8,1,54.47826086956522,81.0,4.3
Aotizhongxin,Urban,Rainy,2015,8,2,67.61956521739131,55.0,0.625
Aotizhongxin,Urban,Rainy,2015,8,5,22.0,29.0,3.3
Aotizhongxin,Urban,Rainy,2015,8,7,45.4,40.8,9.700000000000001
Aotizhongxin,Urban,Rainy,2015,8,11,60.0,27.0,0.2
Aotizhongxin,Urban,Rainy,2015,8,23,23.0,18.0,1.0
Aotizhongxin,Urban,Rainy,2015,8,30,27.0,25.5,1.45
Aotizhongxin,Urban,Rainy,2015,8,31,25.8,25.4,2.08
Aotizhongxin,Urban,Rainy,2015,9,1,11.2,19.4,0.51
Aotizhongxin,Urban,Rainy,2015,9,4,43.18181818181818,36.63636363636363,2.9272727272727277
Aotizhongxin,Urban,Rainy,2015,9,5,18.818181818181817,17.272727272727273,1.9
Aotizhongxin,Urban,Rainy,2015,9,10,10.1,44.4,0.6799999999999999
Aotizhongxin,Urban,Rainy,2015,9,11,18.0,58.5,2.75
Aotizhongxin,Urban,Rainy,2015,9,18,237.0,96.0,0.4
Aotizhongxin,Urban,Rainy,2015,9,22,70.0,45.0,0.6
Aotizhongxin,Urban,Rainy,2015,9,24,17.0,35.0,5.7
Aotizhongxin,Urban,Rainy,2015,9,25,22.0,50.0,0.3
Aotizhongxin,Urban,Rainy,2015,9,28,48.25,55.5,0.35
Aotizhongxin,Urban,Rainy,2015,9,29,42.54545454545455,52.31818181818182,0.7727272727272727
Aotizhongxin,Urban,Rainy,2015,9,30,28.375,59.0,1.225
Aotizhongxin,Urban,Rainy,2015,10,21,48.25,35.25,0.225
Aotizhongxin,Urban,Rainy,2015,10,22,42.375,55.0,1.05
Aotizhongxin,Urban,Rainy,2015,10,25,44.333333333333336,76.66666666666667,0.8333333333333334
Aotizhongxin,Urban,Rainy,2015,10,26,30.333333333333332,40.0,0.6666666666666666
Aotizhongxin,Urban,Rainy,2015,11,5,133.33333333333334,76.0,0.3666666666666667
Aotizhongxin,Urban,Rainy,2015,11,6,18.22222222222222,34.888888888888886,0.8
Aotizhongxin,Urban,Rainy,2015,11,7,13.666666666666666,22.333333333333332,0.43333333333333335
Aotizhongxin,Urban,Rainy,2015,11,12,126.0,61.0,0.3
Aotizhongxin,Urban,Rainy,2015,11,16,49.6,60.8,0.3
Aotizhongxin,Urban,Rainy,2015,11,19,74.6923076923077,54.30769230769231,0.4538461538461538
Aotizhongxin,Urban,Rainy,2015,11,20,47.285714285714285,51.42857142857143,0.31428571428571433
Aotizhongxin,Urban,Rainy,2015,11,21,32.0,51.77777777777778,0.43333333333333335
Aotizhongxin,Urban,Rainy,2015,11,22,38.42857142857143,49.92857142857143,0.6357142857142858
Aotizhongxin,Urban,Rainy,2015,12,14,224.0,128.0,0.425
Aotizhongxin,Urban,Rainy,2016,1,17,159.0,88.0,0.2
Aotizhongxin,Urban,Rainy,2016,2,12,170.625,50.375,0.95
Aotizhongxin,Urban,Rainy,2016,2,13,17.166666666666668,9.5,0.8166666666666668
Aotizhongxin,Urban,Rainy,2016,4,12,76.0,41.0,1.6
Aotizhongxin,Urban,Rainy,2016,4,16,19.75,25.5,0.7
Aotizhongxin,Urban,Rainy,2016,5,2,46.77777777777778,12.444444444444445,1.0444444444444445
Aotizhongxin,Urban,Rainy,2016,5,11,152.0,38.0,2.0
Aotizhongxin,Urban,Rainy,2016,5,12,84.28571428571429,25.571428571428573,1.9714285714285715
Aotizhongxin,Urban,Rainy,2016,5,14,33.416666666666664,23.083333333333332,0.6916666666666668
Aotizhongxin,Urban,Rainy,2016,5,23,3.0,11.0,0.2
Aotizhongxin,Urban,Rainy,2016,6,6,49.5,17.0,2.55
Aotizhongxin,Urban,Rainy,2016,6,7,64.8,15.6,1.8400000000000003
Aotizhongxin,Urban,Rainy,2016,6,9,59.5,14.5,3.8
Aotizhongxin,Urban,Rainy,2016,6,10,60.2,14.6,4.2
Aotizhongxin,Urban,Rainy,2016,6,13,33.6,22.2,0.9400000000000001
Aotizhongxin,Urban,Rainy,2016,6,14,24.0,22.5,0.30000000000000004
Aotizhongxin,Urban,Rainy,2016,6,15,15.0,18.0,5.3
Aotizhongxin,Urban,Rainy,2016,6,17,15.0,20.0,0.2
Aotizhongxin,Urban,Rainy,2016,6,27,65.33333333333333,31.666666666666668,1.1333333333333335
Aotizhongxin,Urban,Rainy,2016,6,28,87.625,22.25,1.2750000000000001
Aotizhongxin,Urban,Rainy,2016,6,29,121.5,24.0,0.8999999999999999
Aotizhongxin,Urban,Rainy,2016,6,30,64.0,29.0,1.1
Aotizhongxin,Urban,Rainy,2016,7,14,61.0,40.0,1.866666666666667
Aotizhongxin,Urban,Rainy,2016,7,15,60.5,18.666666666666668,1.0666666666666667
Aotizhongxin,Urban,Rainy,2016,7,18,104.5,36.0,5.0
Aotizhongxin,Urban,Rainy,2016,7,19,103.58333333333333,45.833333333333336,1.1416666666666666
Aotizhongxin,Urban,Rainy,2016,7,20,38.17391304347826,21.217391304347824,10.243478260869566
Aotizhongxin,Urban,Rainy,2016,7,21,18.5,15.125,0.9624999999999999
Aotizhongxin,Urban,Rainy,2016,7,23,64.5,21.0,9.25
Aotizhongxin,Urban,Rainy,2016,7,25,53.25,25.5,1.75
Aotizhongxin,Urban,Rainy,2016,7,27,42.0,46.666666666666664,2.6666666666666665
Aotizhongxin,Urban,Rainy,2016,7,30,128.5,32.5,0.6
Aotizhongxin,Urban,Rainy,2016,7,31,72.0,57.0,0.2
Aotizhongxin,Urban,Rainy,2016,8,7,17.666666666666668,21.333333333333332,2.1666666666666665
Aotizhongxin,Urban,Rainy,2016,8,12,17.0,27.0,12.1
Aotizhongxin,Urban,Rainy,2016,8,15,28.75,32.25,2.225
Aotizhongxin,Urban,Rainy,2016,8,17,81.0,49.0,0.85
Aotizhongxin,Urban,Rainy,2016,8,18,72.92307692307692,51.30769230769231,1.8000000000000003
Aotizhongxin,Urban,Rainy,2016,8,27,12.0,25.0,0.9
Aotizhongxin,Urban,Rainy,2016,9,7,20.666666666666668,30.0,9.033333333333333
Aotizhongxin,Urban,Rainy,2016,9,11,34.5,19.75,11.924999999999999
Aotizhongxin,Urban,Rainy,2016,9,12,59.0,67.0,0.2
Aotizhongxin,Urban,Rainy,2016,9,17,31.333333333333332,45.333333333333336,2.2333333333333334
Aotizhongxin,Urban,Rainy,2016,9,18,24.333333333333332,34.0,0.6
Aotizhongxin,Urban,Rainy,2016,9,23,109.33333333333333,41.916666666666664,1.4666666666666666
Aotizhongxin,Urban,Rainy,2016,9,24,29.0,28.0,2.9
Aotizhongxin,Urban,Rainy,2016,9,26,29.25,37.5,2.9625
Aotizhongxin,Urban,Rainy,2016,10,2,185.0,74.0,0.2
Aotizhongxin,Urban,Rainy,2016,10,4,42.0,52.5,1.875
Aotizhongxin,Urban,Rainy,2016,10,6,59.0,54.666666666666664,5.033333333333333
Aotizhongxin,Urban,Rainy,2016,10,7,41.4,44.63333333333333,1.6333333333333333
Aotizhongxin,Urban,Rainy,2016,10,15,158.0,128.0,0.3
Aotizhongxin,Urban,Rainy,2016,10,20,43.6,61.8,0.78
Aotizhongxin,Urban,Rainy,2016,10,21,42.833333333333336,65.16666666666667,1.4166666666666667
Aotizhongxin,Urban,Rainy,2016,10,27,39.375,58.75,1.425
Aotizhongxin,Urban,Rainy,2016,11,7,93.0,79.0,0.2
Aotizhongxin,Urban,Rainy,2016,11,20,11.0,22.333333333333332,0.4666666666666666
Aotizhongxin,Urban,Rainy,2016,11,21,9.8,14.4,0.32999999999999996
Aotizhongxin,Urban,Rainy,2017,2,21,51.9375,49.0625,0.5125
Changping,Rural/Suburban,No Rain,2013,3,1,5.083333333333333,15.333333333333334,0.0
Changping,Rural/Suburban,No Rain,2013,3,2,33.333333333333336,60.3125,0.0
Changping,Rural/Suburban,No Rain,2013,3,3,57.541666666666664,58.791666666666664,0.0
Changping,Rural/Suburban,No Rain,2013,3,4,20.791666666666668,30.25,0.0
Changping,Rural/Suburban,No Rain,2013,3,5,106.95833333333333,75.29166666666667,0.0
Changping,Rural/Suburban,No Rain,2013,3,6,235.29166666666666,120.3125,0.0
Changping,Rural/Suburban,No Rain,2013,3,7,200.66666666666666,129.25,0.0
Changping,Rural/Suburban,No Rain,2013,3,8,182.375,90.50114166666667,0.0
Changping,Rural/Suburban,No Rain,2013,3,9,58.25,32.375,0.0
Changping,Rural/Suburban,No Rain,2013,3,10,30.25,34.291666666666664,0.0
Changping,Rural/Suburban,No Rain,2013,3,11,123.95833333333333,84.83333333333333,0.0
Changping,Rural/Suburban,No Rain,2013,3,12,139.71428571428572,80.52380952380952,0.004761904761904762
Changping,Rural/Suburban,No Rain,2013,3,13,13.25,25.0,0.0
Changping,Rural/Suburban,No Rain,2013,3,14,109.0,74.625,0.0
Changping,Rural/Suburban,No Rain,2013,3,15,183.29166666666666,86.66666666666667,0.0
Changping,Rural/Suburban,No Rain,2013,3,16,229.16666666666666,92.125,0.0
Changping,Rural/Suburban,No Rain,2013,3,17,276.4166666666667,109.91666666666667,0.0
Changping,Rural/Suburban,No Rain,2013,3,18,39.875,21.791666666666668,0.0
Changping,Rural/Suburban,No Rain,2013,3,19,37.53846153846154,33.15384615384615,0.02307692307692308
Changping,Rural/Suburban,No Rain,2013,3,20,36.8421052631579,32.473684210526315,0.0
Changping,Rural/Suburban,No Rain,2013,3,21,123.5,63.291666666666664,0.0
Changping,Rural/Suburban,No Rain,2013,3,22,67.79166666666667,44.0,0.0
Changping,Rural/Suburban,No Rain,2013,3,23,48.416666666666664,42.625,0.0
Changping,Rural/Suburban,No Rain,2013,3,24,18.208333333333332,24.041666666666668,0.0
Changping,Rural/Suburban,No Rain,2013,3,25,97.70833333333333,67.95833333333333,0.0
Changping,Rural/Suburban,No Rain,2013,3,26,188.41666666666666,92.20833333333333,0.0
Changping,Rural/Suburban,No Rain,2013,3,27,110.45833333333333,45.166666666666664,0.0
Changping,Rural/Suburban,No Rain,2013,3,28,13.333333333333334,27.666666666666668,0.0
Changping,Rural/Suburban,No Rain,2013,3,29,54.25,48.0,0.0
Changping,Rural/Suburban,No Rain,2013,3,30,82.20833333333333,52.75,0.0
Changping,Rural/Suburban,No Rain,2013,3,31,150.125,54.458333333333336,0.0
Changping,Rural/Suburban,No Rain,2013,4,1,94.5,35.53395,0.0
Changping,Rural/Suburban,No Rain,2013,4,2,74.20833333333333,46.875,0.0
Changping,Rural/Suburban,No Rain,2013,4,3,126.91666666666667,62.666666666666664,0.0
Changping,Rural/Suburban,No Rain,2013,4,4,40.166666666666664,51.833333333333336,0.0
Changping,Rural/Suburban,No Rain,2013,4,5,55.523809523809526,32.38095238095238,0.004761904761904762
Changping,Rural/Suburban,No Rain,2013,4,6,12.458333333333334,19.666666666666668,0.0
Changping,Rural/Suburban,No Rain,2013,4,7,68.45833333333333,51.083333333333336,0.0
Changping,Rural/Suburban,No Rain,2013,4,8,21.875,15.333333333333334,0.0
Changping,Rural/Suburban,No Rain,2013,4,9,11.666666666666666,12.875,0.0
Changping,Rural/Suburban,No Rain,2013,4,10,14.541666666666666,27.708333333333332,0.0
Changping,Rural/Suburban,No Rain,2013,4,11,16.083333333333332,32.421933333333335,0.0
Changping,Rural/Suburban,No Rain,2013,4,12,46.916666666666664,52.583333333333336,0.0
Changping,Rural/Suburban,No Rain,2013,4,13,39.041666666666664,31.541666666666668,0.0
Changping,Rural/Suburban,No Rain,2013,4,14,27.375,17.458333333333332,0.0
Changping,Rural/Suburban,No Rain,2013,4,15,76.625,52.5,0.0
Changping,Rural/Suburban,No Rain,2013,4,16,49.291666666666664,36.208333333333336,0.0
Changping,Rural/Suburban,No Rain,2013,4,17,50.458333333333336,31.541666666666668,0.0
Changping,Rural/Suburban,No Rain,2013,4,18,6.875,9.0769875,0.0
Changping,Rural/Suburban,No Rain,2013,4,19,43.041666666666664,31.270833333333332,0.0
Changping,Rural/Suburban,No Rain,2013,4,20,79.625,39.083333333333336,0.0
Changping,Rural/Suburban,No Rain,2013,4,21,115.45833333333333,48.343295833333336,0.0
Changping,Rural/Suburban,No Rain,2013,4,22,158.91666666666666,56.625,0.0
Changping,Rural/Suburban,No Rain,2013,4,23,186.91304347826087,55.34782608695652,0.0
Changping,Rural/Suburban,No Rain,2013,4,24,87.70833333333333,35.666666666666664,0.0
Changping,Rural/Suburban,No Rain,2013,4,25,11.166666666666666,23.708333333333332,0.0
Changping,Rural/Suburban,No Rain,2013,4,26,50.416666666666664,52.541666666666664,0.0
Changping,Rural/Suburban,No Rain,2013,4,27,64.58333333333333,42.375,0.0
Changping,Rural/Suburban,No Rain,2013,4,28,88.45833333333333,48.458333333333336,0.0
Changping,Rural/Suburban,No Rain,2013,4,29,20.375,19.041666666666668,0.0
Changping,Rural/Suburban,No Rain,2013,4,30,20.333333333333332,16.125,0.0
Changping,Rural/Suburban,No Rain,2013,5,1,58.75,29.708333333333332,0.0
Changping,Rural/Suburban,No Rain,2013,5,2,88.66666666666667,45.0,0.0
Changping,Rural/Suburban,No Rain,2013,5,3,77.04166666666667,28.833333333333332,0.0
Changping,Rural/Suburban,No Rain,2013,5,4,112.16666666666667,36.041666666666664,0.0
Changping,Rural/Suburban,No Rain,2013,5,5,177.54166666666666,39.5,0.0
Changping,Rural/Suburban,No Rain,2013,5,6,220.54166666666666,41.708333333333336,0.0
Changping,Rural/Suburban,No Rain,2013,5,7,145.08333333333334,55.208333333333336,0.0
Changping,Rural/Suburban,No Rain,2013,5,8,168.79166666666666,54.333333333333336,0.0
Changping,Rural/Suburban,No Rain,2013,5,9,50.083333333333336,41.166666666666664,0.0
Changping,Rural/Suburban,No Rain,2013,5,10,37.166666666666664,34.375,0.0
Changping,Rural/Suburban,No Rain,2013,5,11,22.416666666666668,31.75,0.0
Changping,Rural/Suburban,No Rain,2013,5,12,54.583333333333336,38.458333333333336,0.0
Changping,Rural/Suburban,No Rain,2013,5,13,97.16666666666667,45.958333333333336,0.0
Changping,Rural/Suburban,No Rain,2013,5,14,103.875,21.208333333333332,0.0
Changping,Rural/Suburban,No Rain,2013,5,15,49.625,43.791666666666664,0.0
Changping,Rural/Suburban,No Rain,2013,5,16,53.75,40.416666666666664,0.0
Changping,Rural/Suburban,No Rain,2013,5,17,124.16666666666667,51.916666666666664,0.0
Changping,Rural/Suburban,No Rain,2013,5,18,143.375,41.666666666666664,0.0
Changping,Rural/Suburban,No Rain,2013,5,19,51.958333333333336,23.791666666666668,0.0
Changping,Rural/Suburban,No Rain,2013,5,20,30.375,32.333333333333336,0.0
Changping,Rural/Suburban,No Rain,2013,5,21,81.41666666666667,47.208333333333336,0.0
Changping,Rural/Suburban,No Rain,2013,5,22,84.95833333333333,40.833333333333336,0.0
Changping,Rural/Suburban,No Rain,2013,5,23,63.583333333333336,51.25,0.0
Changping,Rural/Suburban,No Rain,2013,5,24,56.708333333333336,30.708333333333332,0.0
Changping,Rural/Suburban,No Rain,2013,5,25,56.875,34.708333333333336,0.0
Changping,Rural/Suburban,No Rain,2013,5,26,97.55,32.2,0.0
Changping,Rural/Suburban,No Rain,2013,5,27,47.72727272727273,22.772727272727273,0.004545454545454546
Changping,Rural/Suburban,No Rain,2013,5,28,72.6086956521739,44.43478260869565,0.008695652173913044
Changping,Rural/Suburban,No Rain,2013,5,29,16.291666666666668,21.374279411764704,0.0
Changping,Rural/Suburban,No Rain,2013,5,30,34.75,36.47362058823529,0.0
Changping,Rural/Suburban,No Rain,2013,5,31,96.91666666666667,33.458333333333336,0.0
Changping,Rural/Suburban,No Rain,2013,6,1,58.083333333333336,22.875,0.0
Changping,Rural/Suburban,No Rain,2013,6,2,167.20833333333334,41.125,0.0
Changping,Rural/Suburban,No Rain,2013,6,3,121.5,34.0,0.0
Changping,Rural/Suburban,No Rain,2013,6,4,133.23809523809524,39.0,0.0
Changping,Rural/Suburban,No Rain,2013,6,5,138.05882352941177,39.35294117647059,0.0
Changping,Rural/Suburban,No Rain,2013,6,6,108.47619047619048,41.857142857142854,0.009523809523809525
Changping,Rural/Suburban,No Rain,2013,6,7,129.0,45.083875,0.0
Changping,Rural/Suburban,No Rain,2013,6,8,121.56521739130434,34.86797391304348,0.008695652173913044
Changping,Rural/Suburban,No Rain,2013,6,9,49.25,34.30081666666667,0.016666666666666666
Changping,Rural/Suburban,No Rain,2013,6,10,8.916666666666666,16.101602083333333,0.0
Changping,Rural/Suburban,No Rain,2013,6,11,5.375,22.019329166666665,0.0
Changping,Rural/Suburban,No Rain,2013,6,12,4.1875,17.418924999999998,0.0
Changping,Rural/Suburban,No Rain,2013,6,13,30.166666666666668,22.375,0.0
Changping,Rural/Suburban,No Rain,2013,6,14,105.0,40.67613333333333,0.0
Changping,Rural/Suburban,No Rain,2013,6,15,127.41666666666667,35.63025416666667,0.0
Changping,Rural/Suburban,No Rain,2013,6,16,165.3,39.108635,0.01
Changping,Rural/Suburban,No Rain,2013,6,17,62.25,24.309116666666668,0.0
Changping,Rural/Suburban,No Rain,2013,6,18,33.291666666666664,22.664368749999998,0.0
Changping,Rural/Suburban,No Rain,2013,6,19,38.083333333333336,21.190691666666666,0.0
Changping,Rural/Suburban,No Rain,2013,6,20,34.166666666666664,39.65374583333333,0.0
Changping,Rural/Suburban,No Rain,2013,6,21,28.833333333333332,37.471354166666664,0.0
Changping,Rural/Suburban,No Rain,2013,6,22,21.105263157894736,28.367810526315786,0.0
Changping,Rural/Suburban,No Rain,2013,6,23,14.083333333333334,21.275154166666667,0.0
Changping,Rural/Suburban,No Rain,2013,6,24,50.09090909090909,23.272727272727273,0.004545454545454546
Changping,Rural/Suburban,No Rain,2013,6,25,41.47727272727273,27.788563636363634,0.0
Changping,Rural/Suburban,No Rain,2013,6,26,77.41666666666667,30.983191666666666,0.0
Changping,Rural/Suburban,No Rain,2013,6,27,34.791666666666664,33.6948625,0.0
Changping,Rural/Suburban,No Rain,2013,6,28,194.57142857142858,39.45670476190476,0.0
Changping,Rural/Suburban,No Rain,2013,6,29,105.95454545454545,32.25076363636364,0.004545454545454546
Changping,Rural/Suburban,No Rain,2013,6,30,223.91304347826087,50.42346521739131,0.013043478260869568
Changping,Rural/Suburban,No Rain,2013,7,1,195.44444444444446,30.087855555555556,0.0
Changping,Rural/Suburban,No Rain,2013,7,2,13.608695652173912,20.53739130434783,0.0
Changping,Rural/Suburban,No Rain,2013,7,3,21.041666666666668,22.896829166666667,0.0
Changping,Rural/Suburban,No Rain,2013,7,4,15.090909090909092,20.07740909090909,0.0
Changping,Rural/Suburban,No Rain,2013,7,5,17.958333333333332,18.083333333333332,0.0
Changping,Rural/Suburban,No Rain,2013,7,6,56.76190476190476,23.571428571428573,0.0
